job,graph,iter,anneal-power,quadratic-model,graph_class,tstop,shil-coeff,cubic-model,project
776,uf100-04.pubo,75,0,H4,oscillator_model/sat_pubo,100,0,H6,False
777,uf100-04.pubo,76,0,H4,oscillator_model/sat_pubo,100,0,H6,False
778,uf100-04.pubo,77,0,H4,oscillator_model/sat_pubo,100,0,H6,False
779,uf100-04.pubo,78,0,H4,oscillator_model/sat_pubo,100,0,H6,False
780,uf100-04.pubo,79,0,H4,oscillator_model/sat_pubo,100,0,H6,False
781,uf100-04.pubo,80,0,H4,oscillator_model/sat_pubo,100,0,H6,False
782,uf100-04.pubo,81,0,H4,oscillator_model/sat_pubo,100,0,H6,False
783,uf100-04.pubo,82,0,H4,oscillator_model/sat_pubo,100,0,H6,False
784,uf100-04.pubo,83,0,H4,oscillator_model/sat_pubo,100,0,H6,False
785,uf100-04.pubo,84,0,H4,oscillator_model/sat_pubo,100,0,H6,False
786,uf100-04.pubo,85,0,H4,oscillator_model/sat_pubo,100,0,H6,False
787,uf100-04.pubo,86,0,H4,oscillator_model/sat_pubo,100,0,H6,False
788,uf100-04.pubo,87,0,H4,oscillator_model/sat_pubo,100,0,H6,False
789,uf100-04.pubo,88,0,H4,oscillator_model/sat_pubo,100,0,H6,False
790,uf100-04.pubo,89,0,H4,oscillator_model/sat_pubo,100,0,H6,False
791,uf100-04.pubo,90,0,H4,oscillator_model/sat_pubo,100,0,H6,False
792,uf100-04.pubo,91,0,H4,oscillator_model/sat_pubo,100,0,H6,False
793,uf100-04.pubo,92,0,H4,oscillator_model/sat_pubo,100,0,H6,False
794,uf100-04.pubo,93,0,H4,oscillator_model/sat_pubo,100,0,H6,False
795,uf100-04.pubo,94,0,H4,oscillator_model/sat_pubo,100,0,H6,False
796,uf100-04.pubo,95,0,H4,oscillator_model/sat_pubo,100,0,H6,False
797,uf100-04.pubo,96,0,H4,oscillator_model/sat_pubo,100,0,H6,False
798,uf100-04.pubo,97,0,H4,oscillator_model/sat_pubo,100,0,H6,False
799,uf100-04.pubo,98,0,H4,oscillator_model/sat_pubo,100,0,H6,False
800,uf100-04.pubo,99,0,H4,oscillator_model/sat_pubo,100,0,H6,False
801,uf100-01.pubo,0,0,H1,oscillator_model/sat_pubo,100,1,H8,False
802,uf100-01.pubo,1,0,H1,oscillator_model/sat_pubo,100,1,H8,False
803,uf100-01.pubo,2,0,H1,oscillator_model/sat_pubo,100,1,H8,False
804,uf100-01.pubo,3,0,H1,oscillator_model/sat_pubo,100,1,H8,False
805,uf100-01.pubo,4,0,H1,oscillator_model/sat_pubo,100,1,H8,False
806,uf100-01.pubo,5,0,H1,oscillator_model/sat_pubo,100,1,H8,False
807,uf100-01.pubo,6,0,H1,oscillator_model/sat_pubo,100,1,H8,False
808,uf100-01.pubo,7,0,H1,oscillator_model/sat_pubo,100,1,H8,False
809,uf100-01.pubo,8,0,H1,oscillator_model/sat_pubo,100,1,H8,False
810,uf100-01.pubo,9,0,H1,oscillator_model/sat_pubo,100,1,H8,False
811,uf100-01.pubo,10,0,H1,oscillator_model/sat_pubo,100,1,H8,False
812,uf100-01.pubo,11,0,H1,oscillator_model/sat_pubo,100,1,H8,False
813,uf100-01.pubo,12,0,H1,oscillator_model/sat_pubo,100,1,H8,False
814,uf100-01.pubo,13,0,H1,oscillator_model/sat_pubo,100,1,H8,False
815,uf100-01.pubo,14,0,H1,oscillator_model/sat_pubo,100,1,H8,False
816,uf100-01.pubo,15,0,H1,oscillator_model/sat_pubo,100,1,H8,False
817,uf100-01.pubo,16,0,H1,oscillator_model/sat_pubo,100,1,H8,False
818,uf100-01.pubo,17,0,H1,oscillator_model/sat_pubo,100,1,H8,False
819,uf100-01.pubo,18,0,H1,oscillator_model/sat_pubo,100,1,H8,False
820,uf100-01.pubo,19,0,H1,oscillator_model/sat_pubo,100,1,H8,False
821,uf100-01.pubo,20,0,H1,oscillator_model/sat_pubo,100,1,H8,False
822,uf100-01.pubo,21,0,H1,oscillator_model/sat_pubo,100,1,H8,False
823,uf100-01.pubo,22,0,H1,oscillator_model/sat_pubo,100,1,H8,False
824,uf100-01.pubo,23,0,H1,oscillator_model/sat_pubo,100,1,H8,False
825,uf100-01.pubo,24,0,H1,oscillator_model/sat_pubo,100,1,H8,False
826,uf100-01.pubo,25,0,H1,oscillator_model/sat_pubo,100,1,H8,False
827,uf100-01.pubo,26,0,H1,oscillator_model/sat_pubo,100,1,H8,False
828,uf100-01.pubo,27,0,H1,oscillator_model/sat_pubo,100,1,H8,False
829,uf100-01.pubo,28,0,H1,oscillator_model/sat_pubo,100,1,H8,False
830,uf100-01.pubo,29,0,H1,oscillator_model/sat_pubo,100,1,H8,False
831,uf100-01.pubo,30,0,H1,oscillator_model/sat_pubo,100,1,H8,False
832,uf100-01.pubo,31,0,H1,oscillator_model/sat_pubo,100,1,H8,False
833,uf100-01.pubo,32,0,H1,oscillator_model/sat_pubo,100,1,H8,False
834,uf100-01.pubo,33,0,H1,oscillator_model/sat_pubo,100,1,H8,False
835,uf100-01.pubo,34,0,H1,oscillator_model/sat_pubo,100,1,H8,False
836,uf100-01.pubo,35,0,H1,oscillator_model/sat_pubo,100,1,H8,False
837,uf100-01.pubo,36,0,H1,oscillator_model/sat_pubo,100,1,H8,False
838,uf100-01.pubo,37,0,H1,oscillator_model/sat_pubo,100,1,H8,False
839,uf100-01.pubo,38,0,H1,oscillator_model/sat_pubo,100,1,H8,False
840,uf100-01.pubo,39,0,H1,oscillator_model/sat_pubo,100,1,H8,False
841,uf100-01.pubo,40,0,H1,oscillator_model/sat_pubo,100,1,H8,False
842,uf100-01.pubo,41,0,H1,oscillator_model/sat_pubo,100,1,H8,False
843,uf100-01.pubo,42,0,H1,oscillator_model/sat_pubo,100,1,H8,False
844,uf100-01.pubo,43,0,H1,oscillator_model/sat_pubo,100,1,H8,False
845,uf100-01.pubo,44,0,H1,oscillator_model/sat_pubo,100,1,H8,False
846,uf100-01.pubo,45,0,H1,oscillator_model/sat_pubo,100,1,H8,False
847,uf100-01.pubo,46,0,H1,oscillator_model/sat_pubo,100,1,H8,False
848,uf100-01.pubo,47,0,H1,oscillator_model/sat_pubo,100,1,H8,False
849,uf100-01.pubo,48,0,H1,oscillator_model/sat_pubo,100,1,H8,False
850,uf100-01.pubo,49,0,H1,oscillator_model/sat_pubo,100,1,H8,False
851,uf100-01.pubo,50,0,H1,oscillator_model/sat_pubo,100,1,H8,False
852,uf100-01.pubo,51,0,H1,oscillator_model/sat_pubo,100,1,H8,False
853,uf100-01.pubo,52,0,H1,oscillator_model/sat_pubo,100,1,H8,False
854,uf100-01.pubo,53,0,H1,oscillator_model/sat_pubo,100,1,H8,False
855,uf100-01.pubo,54,0,H1,oscillator_model/sat_pubo,100,1,H8,False
856,uf100-01.pubo,55,0,H1,oscillator_model/sat_pubo,100,1,H8,False
857,uf100-01.pubo,56,0,H1,oscillator_model/sat_pubo,100,1,H8,False
858,uf100-01.pubo,57,0,H1,oscillator_model/sat_pubo,100,1,H8,False
859,uf100-01.pubo,58,0,H1,oscillator_model/sat_pubo,100,1,H8,False
860,uf100-01.pubo,59,0,H1,oscillator_model/sat_pubo,100,1,H8,False
861,uf100-01.pubo,60,0,H1,oscillator_model/sat_pubo,100,1,H8,False
862,uf100-01.pubo,61,0,H1,oscillator_model/sat_pubo,100,1,H8,False
863,uf100-01.pubo,62,0,H1,oscillator_model/sat_pubo,100,1,H8,False
864,uf100-01.pubo,63,0,H1,oscillator_model/sat_pubo,100,1,H8,False
865,uf100-01.pubo,64,0,H1,oscillator_model/sat_pubo,100,1,H8,False
866,uf100-01.pubo,65,0,H1,oscillator_model/sat_pubo,100,1,H8,False
867,uf100-01.pubo,66,0,H1,oscillator_model/sat_pubo,100,1,H8,False
868,uf100-01.pubo,67,0,H1,oscillator_model/sat_pubo,100,1,H8,False
869,uf100-01.pubo,68,0,H1,oscillator_model/sat_pubo,100,1,H8,False
870,uf100-01.pubo,69,0,H1,oscillator_model/sat_pubo,100,1,H8,False
871,uf100-01.pubo,70,0,H1,oscillator_model/sat_pubo,100,1,H8,False
872,uf100-01.pubo,71,0,H1,oscillator_model/sat_pubo,100,1,H8,False
873,uf100-01.pubo,72,0,H1,oscillator_model/sat_pubo,100,1,H8,False
874,uf100-01.pubo,73,0,H1,oscillator_model/sat_pubo,100,1,H8,False
875,uf100-01.pubo,74,0,H1,oscillator_model/sat_pubo,100,1,H8,False
876,uf100-01.pubo,75,0,H1,oscillator_model/sat_pubo,100,1,H8,False
877,uf100-01.pubo,76,0,H1,oscillator_model/sat_pubo,100,1,H8,False
878,uf100-01.pubo,77,0,H1,oscillator_model/sat_pubo,100,1,H8,False
879,uf100-01.pubo,78,0,H1,oscillator_model/sat_pubo,100,1,H8,False
880,uf100-01.pubo,79,0,H1,oscillator_model/sat_pubo,100,1,H8,False
881,uf100-01.pubo,80,0,H1,oscillator_model/sat_pubo,100,1,H8,False
882,uf100-01.pubo,81,0,H1,oscillator_model/sat_pubo,100,1,H8,False
883,uf100-01.pubo,82,0,H1,oscillator_model/sat_pubo,100,1,H8,False
884,uf100-01.pubo,83,0,H1,oscillator_model/sat_pubo,100,1,H8,False
885,uf100-01.pubo,84,0,H1,oscillator_model/sat_pubo,100,1,H8,False
886,uf100-01.pubo,85,0,H1,oscillator_model/sat_pubo,100,1,H8,False
887,uf100-01.pubo,86,0,H1,oscillator_model/sat_pubo,100,1,H8,False
888,uf100-01.pubo,87,0,H1,oscillator_model/sat_pubo,100,1,H8,False
889,uf100-01.pubo,88,0,H1,oscillator_model/sat_pubo,100,1,H8,False
890,uf100-01.pubo,89,0,H1,oscillator_model/sat_pubo,100,1,H8,False
891,uf100-01.pubo,90,0,H1,oscillator_model/sat_pubo,100,1,H8,False
892,uf100-01.pubo,91,0,H1,oscillator_model/sat_pubo,100,1,H8,False
893,uf100-01.pubo,92,0,H1,oscillator_model/sat_pubo,100,1,H8,False
894,uf100-01.pubo,93,0,H1,oscillator_model/sat_pubo,100,1,H8,False
895,uf100-01.pubo,94,0,H1,oscillator_model/sat_pubo,100,1,H8,False
896,uf100-01.pubo,95,0,H1,oscillator_model/sat_pubo,100,1,H8,False
897,uf100-01.pubo,96,0,H1,oscillator_model/sat_pubo,100,1,H8,False
898,uf100-01.pubo,97,0,H1,oscillator_model/sat_pubo,100,1,H8,False
899,uf100-01.pubo,98,0,H1,oscillator_model/sat_pubo,100,1,H8,False
900,uf100-01.pubo,99,0,H1,oscillator_model/sat_pubo,100,1,H8,False
901,uf100-02.pubo,0,0,H1,oscillator_model/sat_pubo,100,1,H8,False
902,uf100-02.pubo,1,0,H1,oscillator_model/sat_pubo,100,1,H8,False
903,uf100-02.pubo,2,0,H1,oscillator_model/sat_pubo,100,1,H8,False
904,uf100-02.pubo,3,0,H1,oscillator_model/sat_pubo,100,1,H8,False
905,uf100-02.pubo,4,0,H1,oscillator_model/sat_pubo,100,1,H8,False
906,uf100-02.pubo,5,0,H1,oscillator_model/sat_pubo,100,1,H8,False
907,uf100-02.pubo,6,0,H1,oscillator_model/sat_pubo,100,1,H8,False
908,uf100-02.pubo,7,0,H1,oscillator_model/sat_pubo,100,1,H8,False
909,uf100-02.pubo,8,0,H1,oscillator_model/sat_pubo,100,1,H8,False
910,uf100-02.pubo,9,0,H1,oscillator_model/sat_pubo,100,1,H8,False
911,uf100-02.pubo,10,0,H1,oscillator_model/sat_pubo,100,1,H8,False
912,uf100-02.pubo,11,0,H1,oscillator_model/sat_pubo,100,1,H8,False
913,uf100-02.pubo,12,0,H1,oscillator_model/sat_pubo,100,1,H8,False
914,uf100-02.pubo,13,0,H1,oscillator_model/sat_pubo,100,1,H8,False
915,uf100-02.pubo,14,0,H1,oscillator_model/sat_pubo,100,1,H8,False
916,uf100-02.pubo,15,0,H1,oscillator_model/sat_pubo,100,1,H8,False
917,uf100-02.pubo,16,0,H1,oscillator_model/sat_pubo,100,1,H8,False
918,uf100-02.pubo,17,0,H1,oscillator_model/sat_pubo,100,1,H8,False
919,uf100-02.pubo,18,0,H1,oscillator_model/sat_pubo,100,1,H8,False
920,uf100-02.pubo,19,0,H1,oscillator_model/sat_pubo,100,1,H8,False
921,uf100-02.pubo,20,0,H1,oscillator_model/sat_pubo,100,1,H8,False
922,uf100-02.pubo,21,0,H1,oscillator_model/sat_pubo,100,1,H8,False
923,uf100-02.pubo,22,0,H1,oscillator_model/sat_pubo,100,1,H8,False
924,uf100-02.pubo,23,0,H1,oscillator_model/sat_pubo,100,1,H8,False
925,uf100-02.pubo,24,0,H1,oscillator_model/sat_pubo,100,1,H8,False
926,uf100-02.pubo,25,0,H1,oscillator_model/sat_pubo,100,1,H8,False
927,uf100-02.pubo,26,0,H1,oscillator_model/sat_pubo,100,1,H8,False
928,uf100-02.pubo,27,0,H1,oscillator_model/sat_pubo,100,1,H8,False
929,uf100-02.pubo,28,0,H1,oscillator_model/sat_pubo,100,1,H8,False
930,uf100-02.pubo,29,0,H1,oscillator_model/sat_pubo,100,1,H8,False
931,uf100-02.pubo,30,0,H1,oscillator_model/sat_pubo,100,1,H8,False
932,uf100-02.pubo,31,0,H1,oscillator_model/sat_pubo,100,1,H8,False
933,uf100-02.pubo,32,0,H1,oscillator_model/sat_pubo,100,1,H8,False
934,uf100-02.pubo,33,0,H1,oscillator_model/sat_pubo,100,1,H8,False
935,uf100-02.pubo,34,0,H1,oscillator_model/sat_pubo,100,1,H8,False
936,uf100-02.pubo,35,0,H1,oscillator_model/sat_pubo,100,1,H8,False
937,uf100-02.pubo,36,0,H1,oscillator_model/sat_pubo,100,1,H8,False
938,uf100-02.pubo,37,0,H1,oscillator_model/sat_pubo,100,1,H8,False
939,uf100-02.pubo,38,0,H1,oscillator_model/sat_pubo,100,1,H8,False
940,uf100-02.pubo,39,0,H1,oscillator_model/sat_pubo,100,1,H8,False
941,uf100-02.pubo,40,0,H1,oscillator_model/sat_pubo,100,1,H8,False
942,uf100-02.pubo,41,0,H1,oscillator_model/sat_pubo,100,1,H8,False
943,uf100-02.pubo,42,0,H1,oscillator_model/sat_pubo,100,1,H8,False
944,uf100-02.pubo,43,0,H1,oscillator_model/sat_pubo,100,1,H8,False
945,uf100-02.pubo,44,0,H1,oscillator_model/sat_pubo,100,1,H8,False
946,uf100-02.pubo,45,0,H1,oscillator_model/sat_pubo,100,1,H8,False
947,uf100-02.pubo,46,0,H1,oscillator_model/sat_pubo,100,1,H8,False
948,uf100-02.pubo,47,0,H1,oscillator_model/sat_pubo,100,1,H8,False
949,uf100-02.pubo,48,0,H1,oscillator_model/sat_pubo,100,1,H8,False
950,uf100-02.pubo,49,0,H1,oscillator_model/sat_pubo,100,1,H8,False
951,uf100-02.pubo,50,0,H1,oscillator_model/sat_pubo,100,1,H8,False
952,uf100-02.pubo,51,0,H1,oscillator_model/sat_pubo,100,1,H8,False
953,uf100-02.pubo,52,0,H1,oscillator_model/sat_pubo,100,1,H8,False
954,uf100-02.pubo,53,0,H1,oscillator_model/sat_pubo,100,1,H8,False
955,uf100-02.pubo,54,0,H1,oscillator_model/sat_pubo,100,1,H8,False
956,uf100-02.pubo,55,0,H1,oscillator_model/sat_pubo,100,1,H8,False
957,uf100-02.pubo,56,0,H1,oscillator_model/sat_pubo,100,1,H8,False
958,uf100-02.pubo,57,0,H1,oscillator_model/sat_pubo,100,1,H8,False
959,uf100-02.pubo,58,0,H1,oscillator_model/sat_pubo,100,1,H8,False
960,uf100-02.pubo,59,0,H1,oscillator_model/sat_pubo,100,1,H8,False
961,uf100-02.pubo,60,0,H1,oscillator_model/sat_pubo,100,1,H8,False
962,uf100-02.pubo,61,0,H1,oscillator_model/sat_pubo,100,1,H8,False
963,uf100-02.pubo,62,0,H1,oscillator_model/sat_pubo,100,1,H8,False
964,uf100-02.pubo,63,0,H1,oscillator_model/sat_pubo,100,1,H8,False
965,uf100-02.pubo,64,0,H1,oscillator_model/sat_pubo,100,1,H8,False
966,uf100-02.pubo,65,0,H1,oscillator_model/sat_pubo,100,1,H8,False
967,uf100-02.pubo,66,0,H1,oscillator_model/sat_pubo,100,1,H8,False
968,uf100-02.pubo,67,0,H1,oscillator_model/sat_pubo,100,1,H8,False
969,uf100-02.pubo,68,0,H1,oscillator_model/sat_pubo,100,1,H8,False
970,uf100-02.pubo,69,0,H1,oscillator_model/sat_pubo,100,1,H8,False
971,uf100-02.pubo,70,0,H1,oscillator_model/sat_pubo,100,1,H8,False
972,uf100-02.pubo,71,0,H1,oscillator_model/sat_pubo,100,1,H8,False
973,uf100-02.pubo,72,0,H1,oscillator_model/sat_pubo,100,1,H8,False
974,uf100-02.pubo,73,0,H1,oscillator_model/sat_pubo,100,1,H8,False
975,uf100-02.pubo,74,0,H1,oscillator_model/sat_pubo,100,1,H8,False
976,uf100-02.pubo,75,0,H1,oscillator_model/sat_pubo,100,1,H8,False
977,uf100-02.pubo,76,0,H1,oscillator_model/sat_pubo,100,1,H8,False
978,uf100-02.pubo,77,0,H1,oscillator_model/sat_pubo,100,1,H8,False
979,uf100-02.pubo,78,0,H1,oscillator_model/sat_pubo,100,1,H8,False
980,uf100-02.pubo,79,0,H1,oscillator_model/sat_pubo,100,1,H8,False
981,uf100-02.pubo,80,0,H1,oscillator_model/sat_pubo,100,1,H8,False
982,uf100-02.pubo,81,0,H1,oscillator_model/sat_pubo,100,1,H8,False
983,uf100-02.pubo,82,0,H1,oscillator_model/sat_pubo,100,1,H8,False
984,uf100-02.pubo,83,0,H1,oscillator_model/sat_pubo,100,1,H8,False
985,uf100-02.pubo,84,0,H1,oscillator_model/sat_pubo,100,1,H8,False
986,uf100-02.pubo,85,0,H1,oscillator_model/sat_pubo,100,1,H8,False
987,uf100-02.pubo,86,0,H1,oscillator_model/sat_pubo,100,1,H8,False
988,uf100-02.pubo,87,0,H1,oscillator_model/sat_pubo,100,1,H8,False
989,uf100-02.pubo,88,0,H1,oscillator_model/sat_pubo,100,1,H8,False
990,uf100-02.pubo,89,0,H1,oscillator_model/sat_pubo,100,1,H8,False
991,uf100-02.pubo,90,0,H1,oscillator_model/sat_pubo,100,1,H8,False
992,uf100-02.pubo,91,0,H1,oscillator_model/sat_pubo,100,1,H8,False
993,uf100-02.pubo,92,0,H1,oscillator_model/sat_pubo,100,1,H8,False
994,uf100-02.pubo,93,0,H1,oscillator_model/sat_pubo,100,1,H8,False
995,uf100-02.pubo,94,0,H1,oscillator_model/sat_pubo,100,1,H8,False
996,uf100-02.pubo,95,0,H1,oscillator_model/sat_pubo,100,1,H8,False
997,uf100-02.pubo,96,0,H1,oscillator_model/sat_pubo,100,1,H8,False
998,uf100-02.pubo,97,0,H1,oscillator_model/sat_pubo,100,1,H8,False
999,uf100-02.pubo,98,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1000,uf100-02.pubo,99,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1001,uf100-03.pubo,0,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1002,uf100-03.pubo,1,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1003,uf100-03.pubo,2,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1004,uf100-03.pubo,3,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1005,uf100-03.pubo,4,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1006,uf100-03.pubo,5,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1007,uf100-03.pubo,6,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1008,uf100-03.pubo,7,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1009,uf100-03.pubo,8,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1010,uf100-03.pubo,9,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1011,uf100-03.pubo,10,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1012,uf100-03.pubo,11,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1013,uf100-03.pubo,12,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1014,uf100-03.pubo,13,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1015,uf100-03.pubo,14,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1016,uf100-03.pubo,15,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1017,uf100-03.pubo,16,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1018,uf100-03.pubo,17,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1019,uf100-03.pubo,18,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1020,uf100-03.pubo,19,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1021,uf100-03.pubo,20,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1022,uf100-03.pubo,21,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1023,uf100-03.pubo,22,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1024,uf100-03.pubo,23,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1025,uf100-03.pubo,24,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1026,uf100-03.pubo,25,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1027,uf100-03.pubo,26,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1028,uf100-03.pubo,27,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1029,uf100-03.pubo,28,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1030,uf100-03.pubo,29,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1031,uf100-03.pubo,30,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1032,uf100-03.pubo,31,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1033,uf100-03.pubo,32,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1034,uf100-03.pubo,33,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1035,uf100-03.pubo,34,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1036,uf100-03.pubo,35,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1037,uf100-03.pubo,36,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1038,uf100-03.pubo,37,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1039,uf100-03.pubo,38,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1040,uf100-03.pubo,39,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1041,uf100-03.pubo,40,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1042,uf100-03.pubo,41,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1043,uf100-03.pubo,42,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1044,uf100-03.pubo,43,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1045,uf100-03.pubo,44,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1046,uf100-03.pubo,45,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1047,uf100-03.pubo,46,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1048,uf100-03.pubo,47,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1049,uf100-03.pubo,48,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1050,uf100-03.pubo,49,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1051,uf100-03.pubo,50,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1052,uf100-03.pubo,51,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1053,uf100-03.pubo,52,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1054,uf100-03.pubo,53,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1055,uf100-03.pubo,54,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1056,uf100-03.pubo,55,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1057,uf100-03.pubo,56,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1058,uf100-03.pubo,57,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1059,uf100-03.pubo,58,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1060,uf100-03.pubo,59,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1061,uf100-03.pubo,60,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1062,uf100-03.pubo,61,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1063,uf100-03.pubo,62,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1064,uf100-03.pubo,63,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1065,uf100-03.pubo,64,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1066,uf100-03.pubo,65,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1067,uf100-03.pubo,66,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1068,uf100-03.pubo,67,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1069,uf100-03.pubo,68,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1070,uf100-03.pubo,69,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1071,uf100-03.pubo,70,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1072,uf100-03.pubo,71,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1073,uf100-03.pubo,72,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1074,uf100-03.pubo,73,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1075,uf100-03.pubo,74,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1076,uf100-03.pubo,75,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1077,uf100-03.pubo,76,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1078,uf100-03.pubo,77,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1079,uf100-03.pubo,78,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1080,uf100-03.pubo,79,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1081,uf100-03.pubo,80,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1082,uf100-03.pubo,81,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1083,uf100-03.pubo,82,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1084,uf100-03.pubo,83,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1085,uf100-03.pubo,84,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1086,uf100-03.pubo,85,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1087,uf100-03.pubo,86,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1088,uf100-03.pubo,87,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1089,uf100-03.pubo,88,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1090,uf100-03.pubo,89,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1091,uf100-03.pubo,90,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1092,uf100-03.pubo,91,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1093,uf100-03.pubo,92,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1094,uf100-03.pubo,93,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1095,uf100-03.pubo,94,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1096,uf100-03.pubo,95,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1097,uf100-03.pubo,96,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1098,uf100-03.pubo,97,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1099,uf100-03.pubo,98,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1100,uf100-03.pubo,99,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1101,uf100-04.pubo,0,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1102,uf100-04.pubo,1,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1103,uf100-04.pubo,2,0,H1,oscillator_model/sat_pubo,100,1,H8,False
1104,uf100-04.pubo,3,0,H1,oscillator_model/sat_pubo,100,1,H8,False
